user_id,variant,converted,timestamp
u0001,A,0,2024-01-06 14:00:00
u0002,A,1,2024-01-07 18:00:00
u0003,A,0,2024-01-01 13:00:00
u0004,A,0,2024-01-05 23:00:00
u0005,A,0,2024-01-06 17:00:00
u0006,A,0,2024-01-04 07:00:00
u0007,A,0,2024-01-06 23:00:00
u0008,A,0,2024-01-05 09:00:00
u0009,A,0,2024-01-03 21:00:00
u0010,A,0,2024-01-02 19:00:00
u0011,A,0,2024-01-04 00:00:00
u0012,A,1,2024-01-02 20:00:00
u0013,A,0,2024-01-05 10:00:00
u0014,A,0,2024-01-04 11:00:00
u0015,A,0,2024-01-04 09:00:00
u0016,A,0,2024-01-05 10:00:00
u0017,A,0,2024-01-01 20:00:00
u0018,A,0,2024-01-07 16:00:00
u0019,A,0,2024-01-01 06:00:00
u0020,A,0,2024-01-03 21:00:00
u0021,A,0,2024-01-06 06:00:00
u0022,A,0,2024-01-06 22:00:00
u0023,A,0,2024-01-07 15:00:00
u0024,A,0,2024-01-07 03:00:00
u0025,A,0,2024-01-06 22:00:00
u0026,A,0,2024-01-07 04:00:00
u0027,A,0,2024-01-07 09:00:00
u0028,A,0,2024-01-05 23:00:00
u0029,A,0,2024-01-06 07:00:00
u0030,A,0,2024-01-06 21:00:00
u0031,A,0,2024-01-03 08:00:00
u0032,A,0,2024-01-07 20:00:00
u0033,A,0,2024-01-03 09:00:00
u0034,A,1,2024-01-01 20:00:00
u0035,A,1,2024-01-04 09:00:00
u0036,A,0,2024-01-03 20:00:00
u0037,A,0,2024-01-06 10:00:00
u0038,A,0,2024-01-04 14:00:00
u0039,A,0,2024-01-07 20:00:00
u0040,A,0,2024-01-03 00:00:00
u0041,A,0,2024-01-07 02:00:00
u0042,A,0,2024-01-05 18:00:00
u0043,A,0,2024-01-04 16:00:00
u0044,A,1,2024-01-04 12:00:00
u0045,A,0,2024-01-06 07:00:00
u0046,A,0,2024-01-06 19:00:00
u0047,A,0,2024-01-07 16:00:00
u0048,A,0,2024-01-05 20:00:00
u0049,A,0,2024-01-06 06:00:00
u0050,A,0,2024-01-03 22:00:00
u0051,A,1,2024-01-04 13:00:00
u0052,A,0,2024-01-02 08:00:00
u0053,A,1,2024-01-04 08:00:00
u0054,A,0,2024-01-07 07:00:00
u0055,A,0,2024-01-03 12:00:00
u0056,A,1,2024-01-03 12:00:00
u0057,A,0,2024-01-05 01:00:00
u0058,A,0,2024-01-02 03:00:00
u0059,A,0,2024-01-02 18:00:00
u0060,A,0,2024-01-07 22:00:00
u0061,A,0,2024-01-04 13:00:00
u0062,A,0,2024-01-01 16:00:00
u0063,A,0,2024-01-05 01:00:00
u0064,A,0,2024-01-05 01:00:00
u0065,A,0,2024-01-03 16:00:00
u0066,A,0,2024-01-04 01:00:00
u0067,A,0,2024-01-04 12:00:00
u0068,A,0,2024-01-01 04:00:00
u0069,A,0,2024-01-01 01:00:00
u0070,A,1,2024-01-01 21:00:00
u0071,A,0,2024-01-05 15:00:00
u0072,A,0,2024-01-03 08:00:00
u0073,A,0,2024-01-03 17:00:00
u0074,A,0,2024-01-04 01:00:00
u0075,A,0,2024-01-05 01:00:00
u0076,A,0,2024-01-06 23:00:00
u0077,A,0,2024-01-05 15:00:00
u0078,A,0,2024-01-06 04:00:00
u0079,A,0,2024-01-07 22:00:00
u0080,A,0,2024-01-04 13:00:00
u0081,A,0,2024-01-04 03:00:00
u0082,A,0,2024-01-04 15:00:00
u0083,A,0,2024-01-07 23:00:00
u0084,A,0,2024-01-02 13:00:00
u0085,A,0,2024-01-03 10:00:00
u0086,A,0,2024-01-06 17:00:00
u0087,A,0,2024-01-05 02:00:00
u0088,A,0,2024-01-03 14:00:00
u0089,A,0,2024-01-03 00:00:00
u0090,A,0,2024-01-02 07:00:00
u0091,A,0,2024-01-06 14:00:00
u0092,A,0,2024-01-01 20:00:00
u0093,A,0,2024-01-01 19:00:00
u0094,A,0,2024-01-07 09:00:00
u0095,A,0,2024-01-06 06:00:00
u0096,A,0,2024-01-03 19:00:00
u0097,A,0,2024-01-05 13:00:00
u0098,A,0,2024-01-05 19:00:00
u0099,A,0,2024-01-06 22:00:00
u0100,A,0,2024-01-05 23:00:00
u0101,A,0,2024-01-04 06:00:00
u0102,A,0,2024-01-05 19:00:00
u0103,A,0,2024-01-04 19:00:00
u0104,A,0,2024-01-01 13:00:00
u0105,A,1,2024-01-07 10:00:00
u0106,A,0,2024-01-06 04:00:00
u0107,A,0,2024-01-07 23:00:00
u0108,A,0,2024-01-03 09:00:00
u0109,A,0,2024-01-02 03:00:00
u0110,A,0,2024-01-02 01:00:00
u0111,A,0,2024-01-05 16:00:00
u0112,A,0,2024-01-03 17:00:00
u0113,A,1,2024-01-07 08:00:00
u0114,A,0,2024-01-06 10:00:00
u0115,A,0,2024-01-02 19:00:00
u0116,A,0,2024-01-05 00:00:00
u0117,A,0,2024-01-02 17:00:00
u0118,A,0,2024-01-01 05:00:00
u0119,A,0,2024-01-07 22:00:00
u0120,A,0,2024-01-01 22:00:00
u0121,A,0,2024-01-04 16:00:00
u0122,A,0,2024-01-06 02:00:00
u0123,A,0,2024-01-07 02:00:00
u0124,A,0,2024-01-03 02:00:00
u0125,A,0,2024-01-01 10:00:00
u0126,A,0,2024-01-01 11:00:00
u0127,A,0,2024-01-04 01:00:00
u0128,A,0,2024-01-01 07:00:00
u0129,A,0,2024-01-07 07:00:00
u0130,A,0,2024-01-02 16:00:00
u0131,A,0,2024-01-07 19:00:00
u0132,A,0,2024-01-04 12:00:00
u0133,A,0,2024-01-03 23:00:00
u0134,A,0,2024-01-03 06:00:00
u0135,A,1,2024-01-06 16:00:00
u0136,A,0,2024-01-02 22:00:00
u0137,A,0,2024-01-06 22:00:00
u0138,A,0,2024-01-05 07:00:00
u0139,A,0,2024-01-02 17:00:00
u0140,A,1,2024-01-03 11:00:00
u0141,A,1,2024-01-01 11:00:00
u0142,A,0,2024-01-06 09:00:00
u0143,A,0,2024-01-01 06:00:00
u0144,A,0,2024-01-04 07:00:00
u0145,A,0,2024-01-06 10:00:00
u0146,A,0,2024-01-05 12:00:00
u0147,A,0,2024-01-01 02:00:00
u0148,A,0,2024-01-02 02:00:00
u0149,A,0,2024-01-05 17:00:00
u0150,A,0,2024-01-05 10:00:00
u0151,A,1,2024-01-02 15:00:00
u0152,A,0,2024-01-07 16:00:00
u0153,A,0,2024-01-06 08:00:00
u0154,A,0,2024-01-01 07:00:00
u0155,A,1,2024-01-05 04:00:00
u0156,A,0,2024-01-07 15:00:00
u0157,A,0,2024-01-06 03:00:00
u0158,A,0,2024-01-05 10:00:00
u0159,A,0,2024-01-05 04:00:00
u0160,A,0,2024-01-01 03:00:00
u0161,A,0,2024-01-05 13:00:00
u0162,A,0,2024-01-01 18:00:00
u0163,A,0,2024-01-02 07:00:00
u0164,A,0,2024-01-06 16:00:00
u0165,A,0,2024-01-01 11:00:00
u0166,A,0,2024-01-06 18:00:00
u0167,A,0,2024-01-02 21:00:00
u0168,A,0,2024-01-05 22:00:00
u0169,A,0,2024-01-01 15:00:00
u0170,A,0,2024-01-06 08:00:00
u0171,A,0,2024-01-03 14:00:00
u0172,A,0,2024-01-05 12:00:00
u0173,A,0,2024-01-05 22:00:00
u0174,A,0,2024-01-01 20:00:00
u0175,A,0,2024-01-07 13:00:00
u0176,A,0,2024-01-01 12:00:00
u0177,A,0,2024-01-07 17:00:00
u0178,A,0,2024-01-01 03:00:00
u0179,A,1,2024-01-07 11:00:00
u0180,A,0,2024-01-05 05:00:00
u0181,A,0,2024-01-03 10:00:00
u0182,A,0,2024-01-06 07:00:00
u0183,A,1,2024-01-02 02:00:00
u0184,A,0,2024-01-03 20:00:00
u0185,A,0,2024-01-02 00:00:00
u0186,A,0,2024-01-06 10:00:00
u0187,A,0,2024-01-05 00:00:00
u0188,A,0,2024-01-02 00:00:00
u0189,A,0,2024-01-07 03:00:00
u0190,A,0,2024-01-07 17:00:00
u0191,A,0,2024-01-07 09:00:00
u0192,A,0,2024-01-06 05:00:00
u0193,A,1,2024-01-06 12:00:00
u0194,A,0,2024-01-01 08:00:00
u0195,A,0,2024-01-05 19:00:00
u0196,A,0,2024-01-06 13:00:00
u0197,A,0,2024-01-03 11:00:00
u0198,A,0,2024-01-06 00:00:00
u0199,A,0,2024-01-06 18:00:00
u0200,A,0,2024-01-05 11:00:00
u0201,A,0,2024-01-05 11:00:00
u0202,A,0,2024-01-06 10:00:00
u0203,A,0,2024-01-04 03:00:00
u0204,A,0,2024-01-02 05:00:00
u0205,A,0,2024-01-01 20:00:00
u0206,A,0,2024-01-07 11:00:00
u0207,A,0,2024-01-07 16:00:00
u0208,A,0,2024-01-07 18:00:00
u0209,A,0,2024-01-02 09:00:00
u0210,A,0,2024-01-02 16:00:00
u0211,A,0,2024-01-03 02:00:00
u0212,A,0,2024-01-04 09:00:00
u0213,A,0,2024-01-03 09:00:00
u0214,A,0,2024-01-04 02:00:00
u0215,A,0,2024-01-01 22:00:00
u0216,A,0,2024-01-06 07:00:00
u0217,A,0,2024-01-07 05:00:00
u0218,A,0,2024-01-01 16:00:00
u0219,A,0,2024-01-03 20:00:00
u0220,A,0,2024-01-05 11:00:00
u0221,A,0,2024-01-06 18:00:00
u0222,A,0,2024-01-04 21:00:00
u0223,A,0,2024-01-01 14:00:00
u0224,A,0,2024-01-04 18:00:00
u0225,A,0,2024-01-07 18:00:00
u0226,A,0,2024-01-02 08:00:00
u0227,A,1,2024-01-06 04:00:00
u0228,A,0,2024-01-01 15:00:00
u0229,A,0,2024-01-07 17:00:00
u0230,A,0,2024-01-03 17:00:00
u0231,A,0,2024-01-07 23:00:00
u0232,A,0,2024-01-07 11:00:00
u0233,A,0,2024-01-02 22:00:00
u0234,A,0,2024-01-07 22:00:00
u0235,A,0,2024-01-07 03:00:00
u0236,A,0,2024-01-06 03:00:00
u0237,A,0,2024-01-01 00:00:00
u0238,A,0,2024-01-04 14:00:00
u0239,A,0,2024-01-06 07:00:00
u0240,A,0,2024-01-03 18:00:00
u0241,A,1,2024-01-01 03:00:00
u0242,A,1,2024-01-07 08:00:00
u0243,A,1,2024-01-02 22:00:00
u0244,A,0,2024-01-02 13:00:00
u0245,A,0,2024-01-06 22:00:00
u0246,A,1,2024-01-01 20:00:00
u0247,A,0,2024-01-03 08:00:00
u0248,A,1,2024-01-05 20:00:00
u0249,A,1,2024-01-02 21:00:00
u0250,A,0,2024-01-06 21:00:00
u0251,A,0,2024-01-07 00:00:00
u0252,A,0,2024-01-02 14:00:00
u0253,A,0,2024-01-06 16:00:00
u0254,A,0,2024-01-05 02:00:00
u0255,A,0,2024-01-04 04:00:00
u0256,A,0,2024-01-05 18:00:00
u0257,A,1,2024-01-06 13:00:00
u0258,A,0,2024-01-07 06:00:00
u0259,A,0,2024-01-04 18:00:00
u0260,A,0,2024-01-05 01:00:00
u0261,A,0,2024-01-05 23:00:00
u0262,A,1,2024-01-02 21:00:00
u0263,A,0,2024-01-02 13:00:00
u0264,A,0,2024-01-06 21:00:00
u0265,A,0,2024-01-05 03:00:00
u0266,A,0,2024-01-03 23:00:00
u0267,A,0,2024-01-02 10:00:00
u0268,A,0,2024-01-07 02:00:00
u0269,A,0,2024-01-02 05:00:00
u0270,A,0,2024-01-04 05:00:00
u0271,A,0,2024-01-04 11:00:00
u0272,A,0,2024-01-05 16:00:00
u0273,A,0,2024-01-02 00:00:00
u0274,A,1,2024-01-07 23:00:00
u0275,A,0,2024-01-04 15:00:00
u0276,A,0,2024-01-01 13:00:00
u0277,A,0,2024-01-07 09:00:00
u0278,A,0,2024-01-05 05:00:00
u0279,A,0,2024-01-07 05:00:00
u0280,A,0,2024-01-04 10:00:00
u0281,A,0,2024-01-05 13:00:00
u0282,A,0,2024-01-06 10:00:00
u0283,A,0,2024-01-01 18:00:00
u0284,A,0,2024-01-02 03:00:00
u0285,A,0,2024-01-03 22:00:00
u0286,A,0,2024-01-03 14:00:00
u0287,A,0,2024-01-04 00:00:00
u0288,A,0,2024-01-06 03:00:00
u0289,A,0,2024-01-05 22:00:00
u0290,A,0,2024-01-06 00:00:00
u0291,A,0,2024-01-01 18:00:00
u0292,A,0,2024-01-06 21:00:00
u0293,A,0,2024-01-05 23:00:00
u0294,A,0,2024-01-07 21:00:00
u0295,A,0,2024-01-03 12:00:00
u0296,A,0,2024-01-07 19:00:00
u0297,A,0,2024-01-07 23:00:00
u0298,A,0,2024-01-02 05:00:00
u0299,A,0,2024-01-01 08:00:00
u0300,A,0,2024-01-03 15:00:00
u0301,A,0,2024-01-07 16:00:00
u0302,A,0,2024-01-05 23:00:00
u0303,A,0,2024-01-03 03:00:00
u0304,A,0,2024-01-04 16:00:00
u0305,A,0,2024-01-06 21:00:00
u0306,A,1,2024-01-03 04:00:00
u0307,A,0,2024-01-04 05:00:00
u0308,A,0,2024-01-02 16:00:00
u0309,A,0,2024-01-03 19:00:00
u0310,A,0,2024-01-01 07:00:00
u0311,A,0,2024-01-01 01:00:00
u0312,A,0,2024-01-05 08:00:00
u0313,A,0,2024-01-06 04:00:00
u0314,A,1,2024-01-05 13:00:00
u0315,A,0,2024-01-04 13:00:00
u0316,A,0,2024-01-05 23:00:00
u0317,A,0,2024-01-06 06:00:00
u0318,A,0,2024-01-01 15:00:00
u0319,A,0,2024-01-03 13:00:00
u0320,A,0,2024-01-05 16:00:00
u0321,A,0,2024-01-07 13:00:00
u0322,A,0,2024-01-01 11:00:00
u0323,A,0,2024-01-02 10:00:00
u0324,A,0,2024-01-01 10:00:00
u0325,A,1,2024-01-03 15:00:00
u0326,A,0,2024-01-03 01:00:00
u0327,A,0,2024-01-07 04:00:00
u0328,A,0,2024-01-03 20:00:00
u0329,A,0,2024-01-02 23:00:00
u0330,A,0,2024-01-01 19:00:00
u0331,A,0,2024-01-05 04:00:00
u0332,A,0,2024-01-07 16:00:00
u0333,A,0,2024-01-06 16:00:00
u0334,A,0,2024-01-03 19:00:00
u0335,A,0,2024-01-02 10:00:00
u0336,A,0,2024-01-03 16:00:00
u0337,A,0,2024-01-01 07:00:00
u0338,A,0,2024-01-02 20:00:00
u0339,A,0,2024-01-04 14:00:00
u0340,A,0,2024-01-07 23:00:00
u0341,A,0,2024-01-04 03:00:00
u0342,A,0,2024-01-04 03:00:00
u0343,A,0,2024-01-02 22:00:00
u0344,A,0,2024-01-01 14:00:00
u0345,A,0,2024-01-05 08:00:00
u0346,A,0,2024-01-07 02:00:00
u0347,A,0,2024-01-02 01:00:00
u0348,A,0,2024-01-03 03:00:00
u0349,A,0,2024-01-04 20:00:00
u0350,A,0,2024-01-07 05:00:00
u0351,A,0,2024-01-01 20:00:00
u0352,A,0,2024-01-03 02:00:00
u0353,A,0,2024-01-02 13:00:00
u0354,A,0,2024-01-01 19:00:00
u0355,A,0,2024-01-07 12:00:00
u0356,A,0,2024-01-06 11:00:00
u0357,A,0,2024-01-03 06:00:00
u0358,A,0,2024-01-04 19:00:00
u0359,A,1,2024-01-02 03:00:00
u0360,A,0,2024-01-01 03:00:00
u0361,A,0,2024-01-07 05:00:00
u0362,A,0,2024-01-04 03:00:00
u0363,A,0,2024-01-03 18:00:00
u0364,A,0,2024-01-04 13:00:00
u0365,A,1,2024-01-07 17:00:00
u0366,A,0,2024-01-04 18:00:00
u0367,A,1,2024-01-05 08:00:00
u0368,A,1,2024-01-01 00:00:00
u0369,A,0,2024-01-03 23:00:00
u0370,A,0,2024-01-04 14:00:00
u0371,A,0,2024-01-07 21:00:00
u0372,A,0,2024-01-01 05:00:00
u0373,A,0,2024-01-07 08:00:00
u0374,A,0,2024-01-07 00:00:00
u0375,A,0,2024-01-03 12:00:00
u0376,A,0,2024-01-01 11:00:00
u0377,A,0,2024-01-01 05:00:00
u0378,A,0,2024-01-02 02:00:00
u0379,A,0,2024-01-06 15:00:00
u0380,A,0,2024-01-06 03:00:00
u0381,A,0,2024-01-05 09:00:00
u0382,A,0,2024-01-04 20:00:00
u0383,A,0,2024-01-05 12:00:00
u0384,A,0,2024-01-05 02:00:00
u0385,A,0,2024-01-07 23:00:00
u0386,A,0,2024-01-06 21:00:00
u0387,A,0,2024-01-02 10:00:00
u0388,A,0,2024-01-04 11:00:00
u0389,A,0,2024-01-03 07:00:00
u0390,A,0,2024-01-06 20:00:00
u0391,A,1,2024-01-03 00:00:00
u0392,A,0,2024-01-02 21:00:00
u0393,A,0,2024-01-05 16:00:00
u0394,A,0,2024-01-06 15:00:00
u0395,A,0,2024-01-02 18:00:00
u0396,A,1,2024-01-07 03:00:00
u0397,A,0,2024-01-06 03:00:00
u0398,A,0,2024-01-05 00:00:00
u0399,A,0,2024-01-04 17:00:00
u0400,A,0,2024-01-02 14:00:00
u0401,A,0,2024-01-04 12:00:00
u0402,A,1,2024-01-03 13:00:00
u0403,A,0,2024-01-05 09:00:00
u0404,A,0,2024-01-05 10:00:00
u0405,A,0,2024-01-03 05:00:00
u0406,A,0,2024-01-06 05:00:00
u0407,A,0,2024-01-01 08:00:00
u0408,A,0,2024-01-04 15:00:00
u0409,A,1,2024-01-02 12:00:00
u0410,A,0,2024-01-03 00:00:00
u0411,A,0,2024-01-02 16:00:00
u0412,A,1,2024-01-01 16:00:00
u0413,A,1,2024-01-04 15:00:00
u0414,A,0,2024-01-01 20:00:00
u0415,A,0,2024-01-03 02:00:00
u0416,A,0,2024-01-03 10:00:00
u0417,A,0,2024-01-07 22:00:00
u0418,A,0,2024-01-02 16:00:00
u0419,A,0,2024-01-02 14:00:00
u0420,A,0,2024-01-06 20:00:00
u0421,A,0,2024-01-01 10:00:00
u0422,A,0,2024-01-07 02:00:00
u0423,A,0,2024-01-06 18:00:00
u0424,A,0,2024-01-04 04:00:00
u0425,A,0,2024-01-06 06:00:00
u0426,A,0,2024-01-02 21:00:00
u0427,A,0,2024-01-02 20:00:00
u0428,A,0,2024-01-01 00:00:00
u0429,A,0,2024-01-07 23:00:00
u0430,A,0,2024-01-05 11:00:00
u0431,A,0,2024-01-01 18:00:00
u0432,A,0,2024-01-04 03:00:00
u0433,A,0,2024-01-03 23:00:00
u0434,A,0,2024-01-05 12:00:00
u0435,A,0,2024-01-01 11:00:00
u0436,A,0,2024-01-07 16:00:00
u0437,A,0,2024-01-02 20:00:00
u0438,A,0,2024-01-04 17:00:00
u0439,A,0,2024-01-05 06:00:00
u0440,A,0,2024-01-01 07:00:00
u0441,A,0,2024-01-07 08:00:00
u0442,A,1,2024-01-04 18:00:00
u0443,A,0,2024-01-04 14:00:00
u0444,A,0,2024-01-07 13:00:00
u0445,A,0,2024-01-04 11:00:00
